id,session,fold
sess_sim_20260522_035642-step_04,sess_sim_20260522_035642,3
sess_sim_20260522_029729-step_06,sess_sim_20260522_029729,2
sess_sim_20260522_019698-step_16,sess_sim_20260522_019698,1
sess_sim_20260522_021871-step_06,sess_sim_20260522_021871,4
sess_sim_20260522_026413-step_15,sess_sim_20260522_026413,4
sess_sim_20260522_000815-step_05,sess_sim_20260522_000815,3
sess_sim_20260522_024779-step_02,sess_sim_20260522_024779,1
sess_sim_20260522_024184-step_02,sess_sim_20260522_024184,1
sess_sim_20260522_004501-step_10,sess_sim_20260522_004501,4
sess_sim_20260522_029998-step_06,sess_sim_20260522_029998,3
sess_sim_20260522_011003-step_14,sess_sim_20260522_011003,3
sess_sim_20260522_045296-step_10,sess_sim_20260522_045296,4
sess_au_024495_014-step_01,sess_au_024495_014,3
sess_sim_20260522_014025-step_04,sess_sim_20260522_014025,1
sess_sim_20260522_045015-step_11,sess_sim_20260522_045015,0
sess_sim_20260522_036822-step_08,sess_sim_20260522_036822,0
sess_sim_20260522_012215-step_04,sess_sim_20260522_012215,1
sess_sim_20260522_032950-step_10,sess_sim_20260522_032950,3
sess_sim_20260522_044797-step_14,sess_sim_20260522_044797,1
sess_sim_20260522_040066-step_06,sess_sim_20260522_040066,1
sess_sim_20260522_023873-step_08,sess_sim_20260522_023873,1
sess_sim_20260522_042424-step_03,sess_sim_20260522_042424,4
sess_au_548330_003-step_05,sess_au_548330_003,0
sess_sim_20260522_032329-step_09,sess_sim_20260522_032329,3
sess_sim_20260522_022361-step_07,sess_sim_20260522_022361,3
sess_sim_20260522_014735-step_10,sess_sim_20260522_014735,3
sess_sim_20260522_000075-step_02,sess_sim_20260522_000075,1
sess_au_867079_010-step_02,sess_au_867079_010,0
sess_sim_20260522_036147-step_03,sess_sim_20260522_036147,1
sess_sim_20260522_018898-step_07,sess_sim_20260522_018898,2
sess_sim_20260522_016454-step_04,sess_sim_20260522_016454,4
sess_sim_20260522_047193-step_03,sess_sim_20260522_047193,3
sess_au_356945_002-step_03,sess_au_356945_002,3
sess_sim_20260522_021447-step_10,sess_sim_20260522_021447,3
sess_sim_20260522_035513-step_12,sess_sim_20260522_035513,2
sess_au_736218_002-step_04,sess_au_736218_002,0
sess_sim_20260522_027359-step_08,sess_sim_20260522_027359,2
sess_sim_20260522_035632-step_02,sess_sim_20260522_035632,0
sess_sim_20260522_037269-step_03,sess_sim_20260522_037269,0
sess_sim_20260522_044046-step_01,sess_sim_20260522_044046,2
sess_au_833871_007-step_01,sess_au_833871_007,1
sess_sim_20260522_036914-step_10,sess_sim_20260522_036914,3
sess_sim_20260522_007379-step_06,sess_sim_20260522_007379,4
sess_sim_20260522_025090-step_03,sess_sim_20260522_025090,2
sess_sim_20260522_040739-step_04,sess_sim_20260522_040739,0
sess_sim_20260522_007502-step_01,sess_sim_20260522_007502,2
sess_sim_20260522_032234-step_03,sess_sim_20260522_032234,0
sess_sim_20260522_006475-step_12,sess_sim_20260522_006475,4
sess_sim_20260522_042352-step_07,sess_sim_20260522_042352,4
sess_sim_20260522_046487-step_06,sess_sim_20260522_046487,3
sess_sim_20260522_010768-step_06,sess_sim_20260522_010768,0
sess_sim_20260522_019101-step_05,sess_sim_20260522_019101,1
sess_sim_20260522_022318-step_04,sess_sim_20260522_022318,2
sess_sim_20260522_031901-step_07,sess_sim_20260522_031901,2
sess_sim_20260522_011829-step_01,sess_sim_20260522_011829,0
sess_sim_20260522_001458-step_04,sess_sim_20260522_001458,1
sess_sim_20260522_044638-step_07,sess_sim_20260522_044638,1
sess_sim_20260522_028390-step_01,sess_sim_20260522_028390,1
sess_sim_20260522_031714-step_17,sess_sim_20260522_031714,4
sess_sim_20260522_013585-step_05,sess_sim_20260522_013585,0
sess_sim_20260522_028862-step_01,sess_sim_20260522_028862,4
sess_sim_20260522_008852-step_02,sess_sim_20260522_008852,4
sess_sim_20260522_039353-step_05,sess_sim_20260522_039353,0
sess_sim_20260522_014775-step_07,sess_sim_20260522_014775,3
sess_sim_20260522_000196-step_03,sess_sim_20260522_000196,1
sess_sim_20260522_033401-step_06,sess_sim_20260522_033401,1
sess_sim_20260522_025553-step_09,sess_sim_20260522_025553,3
sess_sim_20260522_019186-step_05,sess_sim_20260522_019186,3
sess_sim_20260522_015383-step_05,sess_sim_20260522_015383,4
sess_sim_20260522_006928-step_02,sess_sim_20260522_006928,0
sess_sim_20260522_036730-step_07,sess_sim_20260522_036730,2
sess_sim_20260522_031441-step_09,sess_sim_20260522_031441,3
sess_sim_20260522_014641-step_16,sess_sim_20260522_014641,3
sess_sim_20260522_022989-step_04,sess_sim_20260522_022989,2
sess_sim_20260522_039880-step_06,sess_sim_20260522_039880,0
sess_sim_20260522_017711-step_10,sess_sim_20260522_017711,0
sess_sim_20260522_043407-step_08,sess_sim_20260522_043407,2
sess_sim_20260522_044298-step_01,sess_sim_20260522_044298,4
sess_sim_20260522_030966-step_02,sess_sim_20260522_030966,4
sess_sim_20260522_020041-step_02,sess_sim_20260522_020041,2
sess_sim_20260522_025735-step_04,sess_sim_20260522_025735,1
sess_sim_20260522_017065-step_13,sess_sim_20260522_017065,4
sess_sim_20260522_015578-step_01,sess_sim_20260522_015578,4
sess_sim_20260522_042860-step_04,sess_sim_20260522_042860,3
sess_sim_20260522_045179-step_01,sess_sim_20260522_045179,3
sess_sim_20260522_012641-step_02,sess_sim_20260522_012641,3
sess_sim_20260522_018826-step_05,sess_sim_20260522_018826,2
sess_sim_20260522_009997-step_08,sess_sim_20260522_009997,2
sess_sim_20260522_032777-step_05,sess_sim_20260522_032777,4
sess_sim_20260522_037830-step_02,sess_sim_20260522_037830,1
sess_sim_20260522_046077-step_03,sess_sim_20260522_046077,1
sess_sim_20260522_023041-step_04,sess_sim_20260522_023041,4
sess_au_953955_005-step_02,sess_au_953955_005,1
sess_sim_20260522_004616-step_05,sess_sim_20260522_004616,3
sess_sim_20260522_018471-step_05,sess_sim_20260522_018471,0
sess_sim_20260522_039019-step_02,sess_sim_20260522_039019,0
sess_sim_20260522_029636-step_04,sess_sim_20260522_029636,2
sess_sim_20260522_036793-step_06,sess_sim_20260522_036793,4
sess_sim_20260522_029848-step_04,sess_sim_20260522_029848,0
sess_sim_20260522_004945-step_03,sess_sim_20260522_004945,2
sess_sim_20260522_031304-step_02,sess_sim_20260522_031304,2
sess_sim_20260522_019223-step_04,sess_sim_20260522_019223,1
sess_sim_20260522_000770-step_10,sess_sim_20260522_000770,2
sess_sim_20260522_009242-step_05,sess_sim_20260522_009242,0
sess_sim_20260522_044365-step_05,sess_sim_20260522_044365,3
sess_sim_20260522_024124-step_05,sess_sim_20260522_024124,3
sess_sim_20260522_004309-step_07,sess_sim_20260522_004309,1
sess_sim_20260522_008191-step_06,sess_sim_20260522_008191,3
sess_sim_20260522_002685-step_11,sess_sim_20260522_002685,1
sess_sim_20260522_018448-step_13,sess_sim_20260522_018448,4
sess_au_338302_001-step_06,sess_au_338302_001,1
sess_sim_20260522_023747-step_06,sess_sim_20260522_023747,4
sess_sim_20260522_030196-step_02,sess_sim_20260522_030196,4
sess_sim_20260522_000404-step_15,sess_sim_20260522_000404,4
sess_sim_20260522_041800-step_13,sess_sim_20260522_041800,1
sess_sim_20260522_024862-step_06,sess_sim_20260522_024862,2
sess_sim_20260522_036475-step_08,sess_sim_20260522_036475,4
sess_sim_20260522_018977-step_01,sess_sim_20260522_018977,2
sess_sim_20260522_010537-step_06,sess_sim_20260522_010537,1
sess_au_752822_003-step_05,sess_au_752822_003,3
sess_sim_20260522_032540-step_05,sess_sim_20260522_032540,0
sess_sim_20260522_016225-step_03,sess_sim_20260522_016225,2
sess_sim_20260522_001300-step_06,sess_sim_20260522_001300,1
sess_sim_20260522_001295-step_01,sess_sim_20260522_001295,2
sess_sim_20260522_045921-step_06,sess_sim_20260522_045921,1
sess_sim_20260522_020041-step_18,sess_sim_20260522_020041,2
sess_sim_20260522_036109-step_01,sess_sim_20260522_036109,4
sess_sim_20260522_046382-step_01,sess_sim_20260522_046382,4
sess_sim_20260522_033440-step_05,sess_sim_20260522_033440,2
sess_sim_20260522_041200-step_10,sess_sim_20260522_041200,3
sess_sim_20260522_017344-step_12,sess_sim_20260522_017344,0
sess_sim_20260522_030699-step_06,sess_sim_20260522_030699,3
sess_sim_20260522_001590-step_02,sess_sim_20260522_001590,0
sess_au_156978_007-step_01,sess_au_156978_007,4
sess_sim_20260522_027475-step_01,sess_sim_20260522_027475,4
sess_sim_20260522_000985-step_05,sess_sim_20260522_000985,0
sess_sim_20260522_031977-step_06,sess_sim_20260522_031977,0
sess_sim_20260522_019107-step_10,sess_sim_20260522_019107,2
sess_sim_20260522_019523-step_09,sess_sim_20260522_019523,1
sess_sim_20260522_023194-step_05,sess_sim_20260522_023194,1
sess_sim_20260522_013694-step_07,sess_sim_20260522_013694,3
sess_sim_20260522_043493-step_01,sess_sim_20260522_043493,1
sess_sim_20260522_020511-step_10,sess_sim_20260522_020511,3
sess_sim_20260522_002893-step_02,sess_sim_20260522_002893,3
sess_sim_20260522_016773-step_01,sess_sim_20260522_016773,0
sess_sim_20260522_015809-step_14,sess_sim_20260522_015809,4
sess_sim_20260522_034551-step_03,sess_sim_20260522_034551,3
sess_au_812986_000-step_01,sess_au_812986_000,1
sess_sim_20260522_036023-step_08,sess_sim_20260522_036023,2
sess_sim_20260522_009568-step_05,sess_sim_20260522_009568,4
sess_sim_20260522_045069-step_02,sess_sim_20260522_045069,2
sess_sim_20260522_004798-step_05,sess_sim_20260522_004798,1
sess_sim_20260522_033874-step_04,sess_sim_20260522_033874,0
sess_sim_20260522_010663-step_01,sess_sim_20260522_010663,1
sess_sim_20260522_016107-step_01,sess_sim_20260522_016107,4
sess_sim_20260522_027458-step_01,sess_sim_20260522_027458,1
sess_sim_20260522_024734-step_06,sess_sim_20260522_024734,4
sess_sim_20260522_017623-step_10,sess_sim_20260522_017623,0
sess_sim_20260522_035458-step_07,sess_sim_20260522_035458,4
sess_sim_20260522_025579-step_03,sess_sim_20260522_025579,1
sess_sim_20260522_035063-step_08,sess_sim_20260522_035063,1
sess_sim_20260522_041869-step_06,sess_sim_20260522_041869,2
sess_sim_20260522_036194-step_10,sess_sim_20260522_036194,3
sess_sim_20260522_007481-step_01,sess_sim_20260522_007481,0
sess_sim_20260522_029162-step_09,sess_sim_20260522_029162,3
sess_sim_20260522_032216-step_08,sess_sim_20260522_032216,2
sess_sim_20260522_033284-step_01,sess_sim_20260522_033284,4
sess_sim_20260522_036760-step_05,sess_sim_20260522_036760,3
sess_sim_20260522_045573-step_01,sess_sim_20260522_045573,2
sess_au_943055_002-step_06,sess_au_943055_002,1
sess_sim_20260522_004960-step_07,sess_sim_20260522_004960,0
sess_sim_20260522_005998-step_04,sess_sim_20260522_005998,0
sess_sim_20260522_031101-step_05,sess_sim_20260522_031101,1
sess_sim_20260522_042795-step_03,sess_sim_20260522_042795,4
sess_sim_20260522_002415-step_04,sess_sim_20260522_002415,1
sess_sim_20260522_031707-step_01,sess_sim_20260522_031707,3
sess_au_354986_003-step_01,sess_au_354986_003,2
sess_sim_20260522_022831-step_07,sess_sim_20260522_022831,4
sess_sim_20260522_030461-step_01,sess_sim_20260522_030461,2
sess_sim_20260522_044416-step_04,sess_sim_20260522_044416,3
sess_au_029903_012-step_02,sess_au_029903_012,2
sess_sim_20260522_020457-step_08,sess_sim_20260522_020457,1
sess_sim_20260522_016258-step_03,sess_sim_20260522_016258,1
sess_sim_20260522_015386-step_17,sess_sim_20260522_015386,3
sess_sim_20260522_042100-step_01,sess_sim_20260522_042100,0
sess_sim_20260522_032533-step_06,sess_sim_20260522_032533,1
sess_sim_20260522_010302-step_05,sess_sim_20260522_010302,3
sess_sim_20260522_020126-step_04,sess_sim_20260522_020126,1
sess_sim_20260522_011776-step_10,sess_sim_20260522_011776,1
sess_sim_20260522_003727-step_04,sess_sim_20260522_003727,2
sess_sim_20260522_034238-step_01,sess_sim_20260522_034238,0
sess_sim_20260522_033973-step_02,sess_sim_20260522_033973,0
sess_sim_20260522_010637-step_02,sess_sim_20260522_010637,3
sess_sim_20260522_011709-step_02,sess_sim_20260522_011709,1
sess_au_969469_014-step_03,sess_au_969469_014,0
sess_sim_20260522_016133-step_10,sess_sim_20260522_016133,2
sess_sim_20260522_040532-step_02,sess_sim_20260522_040532,3
sess_sim_20260522_009425-step_04,sess_sim_20260522_009425,4
sess_sim_20260522_006871-step_12,sess_sim_20260522_006871,4
sess_sim_20260522_000147-step_07,sess_sim_20260522_000147,3
sess_sim_20260522_007287-step_05,sess_sim_20260522_007287,3
sess_sim_20260522_010875-step_10,sess_sim_20260522_010875,0
sess_sim_20260522_018390-step_05,sess_sim_20260522_018390,1
sess_sim_20260522_042151-step_01,sess_sim_20260522_042151,3
sess_sim_20260522_026312-step_10,sess_sim_20260522_026312,0
sess_sim_20260522_035366-step_06,sess_sim_20260522_035366,1
sess_sim_20260522_015523-step_02,sess_sim_20260522_015523,0
sess_sim_20260522_031142-step_04,sess_sim_20260522_031142,2
sess_sim_20260522_028846-step_01,sess_sim_20260522_028846,1
sess_sim_20260522_038058-step_01,sess_sim_20260522_038058,4
sess_sim_20260522_042795-step_09,sess_sim_20260522_042795,4
sess_sim_20260522_037312-step_07,sess_sim_20260522_037312,0
sess_sim_20260522_037082-step_07,sess_sim_20260522_037082,1
sess_sim_20260522_020767-step_05,sess_sim_20260522_020767,2
sess_sim_20260522_046738-step_05,sess_sim_20260522_046738,4
sess_sim_20260522_022103-step_06,sess_sim_20260522_022103,4
sess_sim_20260522_007502-step_07,sess_sim_20260522_007502,2
sess_sim_20260522_004288-step_02,sess_sim_20260522_004288,1
sess_sim_20260522_045298-step_06,sess_sim_20260522_045298,1
sess_sim_20260522_043814-step_02,sess_sim_20260522_043814,2
sess_au_753511_000-step_03,sess_au_753511_000,1
sess_sim_20260522_009071-step_04,sess_sim_20260522_009071,3
sess_sim_20260522_041080-step_03,sess_sim_20260522_041080,0
sess_sim_20260522_023857-step_04,sess_sim_20260522_023857,3
sess_sim_20260522_009010-step_04,sess_sim_20260522_009010,0
sess_sim_20260522_024363-step_02,sess_sim_20260522_024363,3
sess_sim_20260522_033928-step_06,sess_sim_20260522_033928,1
sess_sim_20260522_022595-step_10,sess_sim_20260522_022595,0
sess_sim_20260522_019059-step_02,sess_sim_20260522_019059,3
sess_sim_20260522_003319-step_02,sess_sim_20260522_003319,2
sess_sim_20260522_037545-step_10,sess_sim_20260522_037545,3
sess_sim_20260522_008333-step_07,sess_sim_20260522_008333,0
sess_sim_20260522_024638-step_01,sess_sim_20260522_024638,1
sess_sim_20260522_026514-step_05,sess_sim_20260522_026514,2
sess_sim_20260522_046597-step_02,sess_sim_20260522_046597,0
sess_sim_20260522_039503-step_05,sess_sim_20260522_039503,3
sess_sim_20260522_046801-step_04,sess_sim_20260522_046801,3
sess_sim_20260522_042875-step_09,sess_sim_20260522_042875,1
sess_sim_20260522_007457-step_02,sess_sim_20260522_007457,1
sess_sim_20260522_033901-step_09,sess_sim_20260522_033901,2
sess_sim_20260522_024184-step_05,sess_sim_20260522_024184,1
sess_sim_20260522_034301-step_03,sess_sim_20260522_034301,4
sess_sim_20260522_005669-step_03,sess_sim_20260522_005669,1
sess_sim_20260522_035610-step_02,sess_sim_20260522_035610,1
sess_sim_20260522_015678-step_02,sess_sim_20260522_015678,0
sess_sim_20260522_042387-step_01,sess_sim_20260522_042387,3
sess_sim_20260522_010097-step_05,sess_sim_20260522_010097,2
sess_sim_20260522_030154-step_06,sess_sim_20260522_030154,1
sess_au_230662_008-step_02,sess_au_230662_008,4
sess_sim_20260522_019580-step_07,sess_sim_20260522_019580,4
sess_sim_20260522_036547-step_01,sess_sim_20260522_036547,2
sess_sim_20260522_029846-step_04,sess_sim_20260522_029846,3
sess_sim_20260522_043231-step_03,sess_sim_20260522_043231,2
sess_sim_20260522_024556-step_01,sess_sim_20260522_024556,3
sess_sim_20260522_026020-step_07,sess_sim_20260522_026020,2
sess_sim_20260522_004449-step_02,sess_sim_20260522_004449,1
sess_sim_20260522_026693-step_06,sess_sim_20260522_026693,1
sess_au_260477_012-step_01,sess_au_260477_012,3
sess_sim_20260522_037887-step_01,sess_sim_20260522_037887,2
sess_sim_20260522_016889-step_01,sess_sim_20260522_016889,2
sess_sim_20260522_003884-step_02,sess_sim_20260522_003884,2
sess_sim_20260522_020186-step_07,sess_sim_20260522_020186,3
sess_sim_20260522_022519-step_01,sess_sim_20260522_022519,0
sess_sim_20260522_009959-step_08,sess_sim_20260522_009959,3
sess_sim_20260522_041345-step_09,sess_sim_20260522_041345,2
sess_sim_20260522_016494-step_09,sess_sim_20260522_016494,2
sess_sim_20260522_017125-step_07,sess_sim_20260522_017125,3
sess_sim_20260522_047318-step_01,sess_sim_20260522_047318,0
sess_sim_20260522_012628-step_17,sess_sim_20260522_012628,1
sess_au_921777_001-step_01,sess_au_921777_001,1
sess_sim_20260522_013342-step_10,sess_sim_20260522_013342,4
sess_sim_20260522_032540-step_08,sess_sim_20260522_032540,0
sess_sim_20260522_008355-step_11,sess_sim_20260522_008355,4
sess_sim_20260522_001231-step_02,sess_sim_20260522_001231,1
sess_sim_20260522_028676-step_04,sess_sim_20260522_028676,2
sess_sim_20260522_012002-step_03,sess_sim_20260522_012002,4
sess_sim_20260522_043035-step_03,sess_sim_20260522_043035,2
sess_sim_20260522_034906-step_13,sess_sim_20260522_034906,4
sess_sim_20260522_031461-step_08,sess_sim_20260522_031461,0
sess_sim_20260522_015809-step_13,sess_sim_20260522_015809,4
sess_sim_20260522_009218-step_07,sess_sim_20260522_009218,4
sess_sim_20260522_039728-step_13,sess_sim_20260522_039728,2
sess_sim_20260522_017701-step_03,sess_sim_20260522_017701,0
sess_sim_20260522_034794-step_02,sess_sim_20260522_034794,1
sess_sim_20260522_003911-step_04,sess_sim_20260522_003911,2
sess_sim_20260522_025877-step_02,sess_sim_20260522_025877,1
sess_sim_20260522_044055-step_07,sess_sim_20260522_044055,4
sess_sim_20260522_017164-step_08,sess_sim_20260522_017164,1
sess_sim_20260522_031592-step_08,sess_sim_20260522_031592,2
sess_sim_20260522_032509-step_09,sess_sim_20260522_032509,2
sess_sim_20260522_016207-step_05,sess_sim_20260522_016207,3
sess_sim_20260522_038766-step_04,sess_sim_20260522_038766,4
sess_sim_20260522_020650-step_08,sess_sim_20260522_020650,0
sess_sim_20260522_030424-step_07,sess_sim_20260522_030424,4
sess_sim_20260522_009525-step_05,sess_sim_20260522_009525,2
sess_sim_20260522_034376-step_06,sess_sim_20260522_034376,4
sess_sim_20260522_047302-step_01,sess_sim_20260522_047302,3
sess_sim_20260522_013721-step_10,sess_sim_20260522_013721,2
sess_sim_20260522_030932-step_01,sess_sim_20260522_030932,4
sess_sim_20260522_032597-step_02,sess_sim_20260522_032597,3
sess_sim_20260522_044701-step_06,sess_sim_20260522_044701,2
sess_au_013068_009-step_01,sess_au_013068_009,4
sess_sim_20260522_013864-step_01,sess_sim_20260522_013864,4
sess_sim_20260522_006983-step_04,sess_sim_20260522_006983,2
sess_sim_20260522_024976-step_02,sess_sim_20260522_024976,1
sess_sim_20260522_018670-step_02,sess_sim_20260522_018670,4
sess_sim_20260522_011059-step_03,sess_sim_20260522_011059,4
sess_sim_20260522_036138-step_07,sess_sim_20260522_036138,3
sess_sim_20260522_018147-step_09,sess_sim_20260522_018147,3
sess_sim_20260522_011336-step_01,sess_sim_20260522_011336,2
sess_sim_20260522_020001-step_06,sess_sim_20260522_020001,0
sess_sim_20260522_020199-step_07,sess_sim_20260522_020199,3
sess_sim_20260522_000477-step_11,sess_sim_20260522_000477,2
sess_sim_20260522_000999-step_04,sess_sim_20260522_000999,0
sess_sim_20260522_036223-step_16,sess_sim_20260522_036223,2
sess_sim_20260522_039242-step_03,sess_sim_20260522_039242,4
sess_sim_20260522_001491-step_03,sess_sim_20260522_001491,2
sess_sim_20260522_007994-step_13,sess_sim_20260522_007994,3
sess_sim_20260522_008092-step_04,sess_sim_20260522_008092,4
sess_sim_20260522_012569-step_05,sess_sim_20260522_012569,4
sess_sim_20260522_047200-step_04,sess_sim_20260522_047200,3
sess_sim_20260522_001357-step_09,sess_sim_20260522_001357,4
sess_sim_20260522_046772-step_02,sess_sim_20260522_046772,0
sess_sim_20260522_025007-step_03,sess_sim_20260522_025007,2
sess_sim_20260522_010875-step_17,sess_sim_20260522_010875,0
sess_sim_20260522_001590-step_06,sess_sim_20260522_001590,0
sess_sim_20260522_011639-step_03,sess_sim_20260522_011639,2
sess_sim_20260522_034798-step_08,sess_sim_20260522_034798,0
sess_sim_20260522_026103-step_01,sess_sim_20260522_026103,4
sess_au_024833_007-step_01,sess_au_024833_007,1
sess_sim_20260522_011216-step_07,sess_sim_20260522_011216,1
sess_sim_20260522_046562-step_02,sess_sim_20260522_046562,2
sess_sim_20260522_041938-step_09,sess_sim_20260522_041938,1
sess_au_798617_001-step_01,sess_au_798617_001,4
sess_sim_20260522_041056-step_07,sess_sim_20260522_041056,4
sess_au_362212_002-step_04,sess_au_362212_002,1
sess_sim_20260522_035630-step_07,sess_sim_20260522_035630,0
sess_sim_20260522_042755-step_01,sess_sim_20260522_042755,3
sess_au_893045_004-step_04,sess_au_893045_004,0
sess_sim_20260522_045918-step_09,sess_sim_20260522_045918,3
sess_sim_20260522_004841-step_10,sess_sim_20260522_004841,1
sess_sim_20260522_015526-step_03,sess_sim_20260522_015526,4
sess_au_116934_003-step_03,sess_au_116934_003,3
sess_sim_20260522_017086-step_02,sess_sim_20260522_017086,1
sess_sim_20260522_042841-step_05,sess_sim_20260522_042841,2
sess_sim_20260522_018898-step_03,sess_sim_20260522_018898,2
sess_sim_20260522_034849-step_03,sess_sim_20260522_034849,3
sess_sim_20260522_040268-step_05,sess_sim_20260522_040268,1
sess_sim_20260522_027078-step_03,sess_sim_20260522_027078,4
sess_sim_20260522_020368-step_06,sess_sim_20260522_020368,1
sess_sim_20260522_039323-step_06,sess_sim_20260522_039323,4
sess_sim_20260522_024770-step_12,sess_sim_20260522_024770,3
sess_au_789852_004-step_06,sess_au_789852_004,4
sess_sim_20260522_016938-step_07,sess_sim_20260522_016938,1
sess_sim_20260522_005978-step_16,sess_sim_20260522_005978,3
sess_sim_20260522_015150-step_08,sess_sim_20260522_015150,2
sess_sim_20260522_036043-step_04,sess_sim_20260522_036043,3
sess_sim_20260522_016238-step_06,sess_sim_20260522_016238,4
sess_sim_20260522_007233-step_10,sess_sim_20260522_007233,2
sess_sim_20260522_018820-step_08,sess_sim_20260522_018820,0
sess_sim_20260522_041493-step_03,sess_sim_20260522_041493,2
sess_sim_20260522_014003-step_06,sess_sim_20260522_014003,3
sess_sim_20260522_024802-step_01,sess_sim_20260522_024802,0
sess_sim_20260522_039926-step_03,sess_sim_20260522_039926,4
sess_sim_20260522_032115-step_03,sess_sim_20260522_032115,1
sess_sim_20260522_031459-step_01,sess_sim_20260522_031459,4
sess_sim_20260522_044127-step_02,sess_sim_20260522_044127,0
sess_sim_20260522_007203-step_10,sess_sim_20260522_007203,3
sess_sim_20260522_019473-step_04,sess_sim_20260522_019473,0
sess_sim_20260522_026034-step_01,sess_sim_20260522_026034,0
sess_sim_20260522_016442-step_09,sess_sim_20260522_016442,2
sess_sim_20260522_014812-step_02,sess_sim_20260522_014812,1
sess_sim_20260522_024461-step_04,sess_sim_20260522_024461,2
sess_sim_20260522_008582-step_14,sess_sim_20260522_008582,0
sess_sim_20260522_046359-step_03,sess_sim_20260522_046359,4
sess_sim_20260522_031186-step_06,sess_sim_20260522_031186,1
sess_sim_20260522_018704-step_05,sess_sim_20260522_018704,3
sess_sim_20260522_021751-step_02,sess_sim_20260522_021751,3
sess_sim_20260522_007854-step_08,sess_sim_20260522_007854,1
sess_sim_20260522_020336-step_04,sess_sim_20260522_020336,4
sess_sim_20260522_037958-step_04,sess_sim_20260522_037958,4
sess_sim_20260522_025454-step_16,sess_sim_20260522_025454,1
sess_sim_20260522_040797-step_07,sess_sim_20260522_040797,2
sess_sim_20260522_038740-step_05,sess_sim_20260522_038740,3
sess_sim_20260522_033488-step_09,sess_sim_20260522_033488,2
sess_sim_20260522_000404-step_12,sess_sim_20260522_000404,4
sess_sim_20260522_028723-step_04,sess_sim_20260522_028723,4
sess_sim_20260522_002984-step_15,sess_sim_20260522_002984,3
sess_sim_20260522_020563-step_02,sess_sim_20260522_020563,1
sess_sim_20260522_030296-step_06,sess_sim_20260522_030296,4
sess_sim_20260522_011050-step_08,sess_sim_20260522_011050,1
sess_sim_20260522_035649-step_02,sess_sim_20260522_035649,0
sess_sim_20260522_045935-step_07,sess_sim_20260522_045935,0
sess_sim_20260522_046337-step_06,sess_sim_20260522_046337,1
sess_sim_20260522_046783-step_15,sess_sim_20260522_046783,2
sess_sim_20260522_018386-step_02,sess_sim_20260522_018386,4
sess_sim_20260522_029367-step_08,sess_sim_20260522_029367,4
sess_sim_20260522_002546-step_02,sess_sim_20260522_002546,2
sess_sim_20260522_004894-step_09,sess_sim_20260522_004894,1
sess_sim_20260522_025459-step_06,sess_sim_20260522_025459,3
sess_sim_20260522_007132-step_04,sess_sim_20260522_007132,2
sess_sim_20260522_028994-step_04,sess_sim_20260522_028994,0
sess_sim_20260522_040215-step_05,sess_sim_20260522_040215,0
sess_sim_20260522_045187-step_03,sess_sim_20260522_045187,0
sess_sim_20260522_034746-step_12,sess_sim_20260522_034746,4
sess_sim_20260522_032750-step_07,sess_sim_20260522_032750,3
sess_sim_20260522_030791-step_02,sess_sim_20260522_030791,4
sess_sim_20260522_040727-step_04,sess_sim_20260522_040727,0
sess_sim_20260522_000107-step_07,sess_sim_20260522_000107,3
sess_au_868642_003-step_02,sess_au_868642_003,1
sess_sim_20260522_029199-step_07,sess_sim_20260522_029199,4
sess_sim_20260522_040171-step_04,sess_sim_20260522_040171,2
sess_sim_20260522_009688-step_07,sess_sim_20260522_009688,0
sess_sim_20260522_005847-step_09,sess_sim_20260522_005847,2
sess_sim_20260522_046337-step_05,sess_sim_20260522_046337,1
sess_sim_20260522_003586-step_02,sess_sim_20260522_003586,2
sess_sim_20260522_001513-step_07,sess_sim_20260522_001513,1
sess_sim_20260522_021226-step_05,sess_sim_20260522_021226,1
sess_sim_20260522_010278-step_03,sess_sim_20260522_010278,4
sess_au_273441_000-step_09,sess_au_273441_000,1
sess_sim_20260522_038058-step_04,sess_sim_20260522_038058,4
sess_sim_20260522_013906-step_05,sess_sim_20260522_013906,4
sess_sim_20260522_045219-step_06,sess_sim_20260522_045219,4
sess_sim_20260522_021557-step_03,sess_sim_20260522_021557,1
sess_sim_20260522_012625-step_07,sess_sim_20260522_012625,3
sess_sim_20260522_035574-step_05,sess_sim_20260522_035574,2
sess_sim_20260522_017854-step_01,sess_sim_20260522_017854,1
sess_au_079217_001-step_05,sess_au_079217_001,1
sess_sim_20260522_012762-step_12,sess_sim_20260522_012762,2
sess_sim_20260522_003274-step_06,sess_sim_20260522_003274,3
sess_au_152159_003-step_10,sess_au_152159_003,1
sess_sim_20260522_041308-step_03,sess_sim_20260522_041308,4
sess_sim_20260522_030414-step_01,sess_sim_20260522_030414,1
sess_sim_20260522_013817-step_10,sess_sim_20260522_013817,4
sess_sim_20260522_013783-step_03,sess_sim_20260522_013783,4
sess_sim_20260522_039903-step_03,sess_sim_20260522_039903,1
sess_sim_20260522_003377-step_02,sess_sim_20260522_003377,0
sess_sim_20260522_001701-step_01,sess_sim_20260522_001701,3
sess_sim_20260522_012413-step_04,sess_sim_20260522_012413,4
sess_sim_20260522_034364-step_10,sess_sim_20260522_034364,4
sess_sim_20260522_006227-step_05,sess_sim_20260522_006227,2
sess_sim_20260522_036582-step_10,sess_sim_20260522_036582,4
